Type,Grain Label,Reference,Meteorite,Technique,Size (microns),Notes,7Li/6Li,Error[7Li/6Li],11B/10B,Error[11B/10B],12C/13C,Error[12C/13C],14N/15N,Error[14N/15N],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(29Si/28Si)],26Al/27Al,Error[26Al/27Al],d(33S/32S),Error[d(33S/32S)],d(34S/32S),Error[d(34S/32S)],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],44Ti/48Ti,Error[44Ti/48Ti),d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],51V/48Ti,Error[51V/48Ti],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)],d(84Sr/86Sr),Error[d(84Sr/86Sr)],d(87Sr/86Sr),Error[d(87Sr/86Sr)],d(88Sr/86Sr),Error[d(88Sr/86Sr)],d(90Zr/94Zr),Error[d(90Zr/94Zr)],d(91Zr/94Zr),Error[d(91Zr/94Zr)],d(92Zr/94Zr),Error[d(92Zr/94Zr)],d(96Zr/94Zr),Error[d(96Zr/94Zr)],d(92Mo/96Mo),Error[d(92Mo/96Mo)],d(94Mo/96Mo),Error[d(94Mo/96Mo)],d(95Mo/96Mo),Error[d(95Mo/96Mo)],d(97Mo/96Mo),Error[d(97Mo/96Mo)],d(98Mo/96Mo),Error[d(98Mo/96Mo)],d(100Mo/96Mo),Error[d(100Mo/96Mo)],d(96Ru/100Ru),Error[d(96Ru/100Ru)],d(98Ru/100Ru),Error[d(98Ru/100Ru)],d(99Ru/100Ru),Error[d(99Ru/100Ru)],d(101Ru/100Ru),Error[d(101Ru/100Ru)],d(102Ru/100Ru),Error[d(102Ru/100Ru)],d(104Ru/100Ru),Error[d(104Ru/100Ru)],d(134Ba/136Ba),Error[d(134Ba/136Ba)],d(135Ba/136Ba),Error[d(135Ba/136Ba)],d(137Ba/136Ba),Error[d(137Ba/136Ba)],d(138Ba/136Ba),Error[d(138Ba/136Ba)],
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,32.40,0.40,,,-21.5,11.3,-10.3,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,83.30,0.60,,,-23.6,4.8,-2.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,51.20,0.50,,,-24.9,7.6,16.1,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,46.50,0.50,,,-29.3,8.1,-8.2,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,41.00,0.20,,,-30.5,5.2,-11.1,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,84.00,0.60,,,-32.8,4.8,-12.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,IH6-4-17,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,38.30,0.10,,,22.6,4.8,31.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,44.40,0.30,,,-50.2,5.9,-7.3,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,53.00,0.70,,,-56.8,9.0,-5.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,52.50,0.80,,,96.0,11.0,62.7,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,46.70,0.20,,,70.1,5.1,77.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,45.80,0.60,,,58.8,10.0,54.2,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,48.40,0.50,,,48.5,7.2,31.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,66.70,1.10,,,33.5,9.7,37.5,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,76.10,0.70,,,28.6,5.7,20.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,62.50,0.40,,,28.4,5.4,14.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,32.10,0.30,,,22.8,8.3,10.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,65.60,0.40,,,1.3,4.9,21.4,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,91.10,1.00,,,-6.5,6.4,4.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,29.60,0.30,,,-29.1,9.0,-28.4,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,40.50,0.40,,,-65.7,7.3,-26.7,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,50.40,0.30,,,117.1,5.7,87.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,56.50,0.30,,,111.9,5.4,89.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,34.20,0.20,,,94.5,5.5,90.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,58.40,0.80,,,88.3,8.8,87.3,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,55.60,0.60,,,87.6,7.5,59.8,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,60.80,1.00,,,85.9,11.0,95.8,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,41.60,0.30,,,79.5,7.4,48.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,44.10,0.20,,,76.1,5.5,71.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,18.80,0.10,,,75.5,5.2,65.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,47.80,0.40,,,73.2,7.0,52.2,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,54.20,0.70,,,70.9,8.9,48.6,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,55.80,0.40,,,67.3,5.6,63.6,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,44.50,0.40,,,66.3,6.9,46.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,51.90,0.50,,,66.1,7.0,42.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,15.60,0.10,,,63.2,7.3,48.1,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,58.70,0.40,,,62.1,5.5,60.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,51.70,0.40,,,61.9,5.8,71.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,52.00,0.30,,,57.7,5.7,61.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,33.70,0.20,,,51.9,5.5,46.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,54.40,0.40,,,47.7,5.6,49.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,60.00,0.50,,,43.5,5.8,26.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,64.40,0.90,,,41.2,9.1,17.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,61.60,0.70,,,41.0,7.8,19.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,51.50,0.40,,,39.5,7.1,53.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,61.00,0.30,,,38.3,4.9,37.8,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,77.30,0.80,,,36.2,6.8,24.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,58.00,0.40,,,30.3,5.4,40.1,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,79.90,0.60,,,28.6,5.4,27.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,49.00,0.40,,,26.8,6.5,33.4,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,78.80,0.90,,,18.2,6.5,22.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,44.50,0.20,,,14.4,5.1,22.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,75.40,1.10,,,12.3,8.4,29.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,87.20,0.90,,,5.2,5.9,23.1,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,82.30,0.90,,,4.2,6.4,16.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,35.20,0.20,,,1.7,5.9,26.1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,89.50,1.00,,,1.3,6.2,21.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,84.30,0.90,,,-3.1,6.1,7.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,88.10,0.70,,,-11.5,5.0,8.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,35.00,0.20,,,-15.9,5.8,5.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,60.20,0.40,,,-20.7,5.2,-3.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,92.20,1.10,,,-20.7,6.2,16.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,58.30,0.70,,,-36.2,7.9,-5.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Indarch-4-2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,62.30,0.50,,,-42.9,6.2,-6.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_1,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,35.80,0.20,,,84.6,5.4,74.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_12,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,55.30,0.60,,,62.8,7.3,64.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_17,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,59.90,0.60,,,56.9,5.9,58.2,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_19,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,77.30,1.20,,,13.9,8.2,24.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_20,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,56.40,0.60,,,43.3,6.5,48.3,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_3,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,49.90,0.40,,,96.3,5.8,85.6,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_4,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,65.40,0.60,,,35.5,5.8,30.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_6,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,40.30,0.30,,,82.4,7.1,65.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_10_mg_7,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,14.10,0.10,,,-16.7,7.6,8.1,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_1,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,54.10,0.50,,,17.0,6.5,32.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_17,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,82.90,1.00,,,34.2,5.5,46.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_18,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,77.80,1.00,,,-1.7,6.7,6.9,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_19,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,74.90,0.90,,,-22.9,6.0,12.8,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_2,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,78.00,1.00,,,20.9,6.1,23.3,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_21,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,61.10,0.60,,,-25.8,6.0,-13.7,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,Oct-17_11_mg_22,Zinner MAPS 2003,Indarch,Wash U NanoSIMS,            ,,,,,,78.50,0.90,,,-2.3,5.5,17.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
